"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn","tenure"
"949","Female","Yes","No","No","Two-plus lines","Fiber optic","Mailed check",75,158.4,"Yes",2
"950","Male","Yes","No","No","None","DSL","Electronic check",55,1803.7,"No",33
"951","Male","No","No","Yes","Two-plus lines","Fiber optic","Bank transfer",99,3777.15,"Yes",38
"952","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",109,6572.85,"No",60
"953","Female","No","Yes","No","One line","Fiber optic","Electronic check",76,2093.4,"No",27
"954","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",76,1233.4,"Yes",16
"955","Male","No","Yes","Yes","None","DSL","Bank transfer",30,469.65,"No",15
"956","Female","No","No","Yes","None","DSL","Mailed check",25,24.7,"No",1
"957","Female","No","No","No","One line","None","Credit card",20,19.95,"No",1
"958","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",84,186.05,"No",2
"959","Male","No","No","No","Two-plus lines","None","Mailed check",24,24.05,"Yes",1
"960","Male","No","No","No","One line","Fiber optic","Electronic check",70,237.95,"Yes",3
"961","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,3762,"Yes",37
"962","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",91,4370.75,"No",48
"963","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",69,506.9,"Yes",7
"964","Female","No","No","No","One line","None","Credit card",20,19.55,"No",1
"965","Female","No","No","No","None","DSL","Electronic check",51,1073.3,"No",21
"966","Male","No","No","Yes","One line","DSL","Bank transfer",70,70.45,"No",1
"967","Male","No","Yes","No","None","DSL","Electronic check",30,1621.35,"No",53
"968","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",112,4915.15,"No",44
"969","Male","No","No","No","None","DSL","Electronic check",25,66.95,"Yes",2
"970","Female","No","No","No","One line","None","Mailed check",20,20.35,"No",1
"971","Male","No","No","No","One line","Fiber optic","Electronic check",101,3143.65,"No",31
"972","Female","No","Yes","No","One line","Fiber optic","Electronic check",97,1901.65,"No",19
"973","Female","No","No","No","One line","DSL","Bank transfer",44,540.95,"No",12
"974","Male","No","No","No","None","DSL","Credit card",30,208.7,"Yes",6
"975","Male","No","No","No","One line","DSL","Credit card",49,49,"No",1
"976","Female","No","No","No","One line","Fiber optic","Credit card",70,266.9,"Yes",3
"977","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",77,77.15,"Yes",1
"978","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",100,1164.3,"Yes",11
"979","Male","No","No","No","One line","Fiber optic","Electronic check",81,340.85,"Yes",4
"980","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",108,7713.55,"No",71
"981","Male","No","Yes","No","Two-plus lines","DSL","Bank transfer",73,2447.45,"No",33
"982","Female","No","No","No","One line","Fiber optic","Mailed check",70,70.15,"Yes",1
"983","Female","No","Yes","No","One line","None","Mailed check",21,72,"No",3
"984","Female","No","Yes","No","None","DSL","Electronic check",50,2553.35,"No",51
"985","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",51,225.6,"Yes",4
"986","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",100,6871.9,"Yes",68
"987","Female","Yes","No","No","One line","Fiber optic","Electronic check",70,69.6,"Yes",1
"988","Male","No","Yes","No","None","DSL","Electronic check",49,201,"Yes",4
"989","Female","No","Yes","No","One line","DSL","Mailed check",46,130.15,"No",2
"990","Male","No","No","No","One line","None","Mailed check",20,38.8,"No",1
"991","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",80,2180.55,"Yes",27
"992","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,746.5,"Yes",8
"993","Male","No","No","No","One line","Fiber optic","Electronic check",94,669,"Yes",7
"994","Female","No","No","No","One line","None","Bank transfer",20,19.9,"No",1
"995","Female","Yes","No","No","Two-plus lines","Fiber optic","Mailed check",74,1145.7,"Yes",15
"996","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,420.2,"Yes",4
"997","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",85,2169.75,"Yes",25
"998","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",89,929.45,"No",10
"999","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95,898.35,"Yes",9
"1000","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",98,2510.7,"No",25
"1001","Male","No","No","No","One line","None","Mailed check",20,20.45,"No",1
"1002","Female","No","Yes","No","One line","Fiber optic","Credit card",100,4834,"No",48
"1003","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",81,3190.65,"No",39
"1004","Male","No","No","No","None","DSL","Electronic check",25,25.15,"Yes",1
"1005","Female","No","No","No","One line","Fiber optic","Electronic check",91,455.3,"Yes",4
"1006","Female","No","No","No","One line","DSL","Mailed check",45,44.75,"No",1
"1007","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",89,3340.55,"No",37
"1008","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",80,324.2,"No",4
"1009","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",100,6951.15,"No",69
"1010","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",99,5780.7,"No",58
"1011","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89,2807.65,"No",31
"1012","Male","No","No","No","One line","None","Mailed check",20,20.3,"No",1
"1013","Male","No","No","No","One line","DSL","Bank transfer",56,335.65,"No",6
"1014","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",84,2467.1,"Yes",29
"1015","Male","No","Yes","Yes","None","DSL","Bank transfer",34,2117.2,"No",63
"1016","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",92,2758.15,"Yes",30
"1017","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",89,2368.4,"Yes",26
"1018","Male","Yes","No","No","One line","Fiber optic","Electronic check",80,718.55,"No",9
"1019","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,758.6,"Yes",8
"1020","Male","Yes","No","No","One line","Fiber optic","Bank transfer",101,2948.6,"No",29
"1021","Female","No","No","No","Two-plus lines","None","Mailed check",26,25.75,"No",1
"1022","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",80,958.25,"No",12
"1023","Male","No","No","No","One line","Fiber optic","Electronic check",74,926.25,"Yes",12
"1024","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",105,3540.65,"No",33
"1025","Male","No","No","No","One line","None","Credit card",21,20.75,"No",1
"1026","Male","No","No","No","One line","DSL","Mailed check",52,524.5,"No",10
"1027","Female","No","No","No","Two-plus lines","None","Electronic check",26,25.7,"No",1
"1028","Male","No","Yes","No","One line","Fiber optic","Credit card",86,3551.65,"No",41
"1029","Female","No","No","Yes","One line","None","Mailed check",20,163.6,"No",8
"1030","Female","Yes","Yes","Yes","One line","DSL","Electronic check",46,181.6,"Yes",3
"1031","Male","No","No","No","One line","Fiber optic","Electronic check",94,1625.65,"Yes",17
"1032","Female","No","Yes","Yes","Two-plus lines","DSL","Credit card",49,273.25,"No",5
"1033","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94,181.7,"Yes",1
"1034","Female","Yes","Yes","No","One line","DSL","Electronic check",50,49.55,"Yes",1
"1035","Male","No","Yes","No","One line","Fiber optic","Electronic check",91,90.75,"Yes",1
"1036","Female","No","No","No","One line","None","Mailed check",20,104.3,"No",5
"1037","Female","No","No","No","None","DSL","Electronic check",45,85.5,"Yes",1
"1038","Female","No","No","No","One line","Fiber optic","Electronic check",81,184.1,"Yes",2
"1039","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",83,1470.05,"No",17
"1040","Male","No","No","Yes","One line","None","Credit card",20,122,"No",5
"1041","Male","No","No","No","Two-plus lines","None","Electronic check",24,226.55,"No",9
"1042","Male","No","No","No","Two-plus lines","DSL","Electronic check",50,50.15,"No",1
"1043","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",100,908.55,"No",9
"1044","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",95,930.4,"Yes",9
"1045","Female","No","No","No","One line","Fiber optic","Bank transfer",78,714.15,"Yes",9
"1046","Male","Yes","No","No","One line","Fiber optic","Electronic check",75,165.4,"Yes",2
"1047","Male","Yes","Yes","No","None","DSL","Mailed check",43,371.4,"No",8
"1048","Male","No","Yes","No","None","DSL","Electronic check",29,688,"No",23
"1049","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",83,1258.3,"Yes",15
"1050","Female","No","No","No","One line","Fiber optic","Electronic check",78,78.05,"Yes",1
"1051","Male","Yes","Yes","No","None","DSL","Bank transfer",39,971.3,"Yes",24
"1052","Male","No","No","No","None","DSL","Mailed check",36,780.15,"No",21
"1053","Female","No","No","No","Two-plus lines","DSL","Mailed check",59,601.6,"No",10
"1054","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",105,5222.35,"No",49
"1055","Male","No","No","No","One line","Fiber optic","Electronic check",80,253.8,"No",3
"1056","Female","No","No","No","One line","None","Bank transfer",20,238.15,"No",11
"1057","Female","No","No","No","One line","Fiber optic","Mailed check",83,83.4,"No",1
"1058","Male","No","No","No","One line","None","Electronic check",20,76.95,"No",3
"1059","Male","No","Yes","Yes","One line","Fiber optic","Credit card",80,4896.35,"No",60
"1060","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",69,341.6,"No",4
"1061","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,4222.95,"No",42
"1062","Female","No","No","No","One line","Fiber optic","Mailed check",75,238.1,"No",3
"1063","Male","No","No","No","One line","DSL","Electronic check",55,1348.5,"No",24
"1064","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",101,3334.9,"No",32
"1065","Female","No","No","No","One line","DSL","Electronic check",50,762.25,"Yes",15
"1066","Female","Yes","Yes","Yes","One line","Fiber optic","Bank transfer",88,2130.55,"No",24
"1067","Male","No","No","Yes","One line","None","Mailed check",20,20.05,"No",1
"1068","Male","Yes","No","No","One line","Fiber optic","Mailed check",70,331.9,"Yes",4
"1069","Male","No","No","No","None","DSL","Credit card",46,597,"Yes",13
"1070","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",95,1679.4,"No",17
"1071","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",95,3314.15,"No",34
"1072","Male","Yes","Yes","No","None","DSL","Bank transfer",30,220.45,"No",7
"1073","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",81,3775.85,"No",46
"1074","Male","No","No","No","One line","DSL","Bank transfer",45,865.85,"No",19
"1075","Male","No","No","No","One line","DSL","Electronic check",46,199.75,"No",4
"1076","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",104,3988.5,"No",38
"1077","Female","No","No","No","One line","None","Electronic check",20,57.4,"No",2
"1078","Male","No","No","No","One line","DSL","Mailed check",45,45.05,"Yes",1
"1079","Male","No","Yes","No","One line","Fiber optic","Electronic check",84,4348.65,"Yes",51
"1080","Female","No","No","No","One line","None","Mailed check",21,38.7,"Yes",1
"1081","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",93,2231.05,"Yes",23
"1082","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",75,3161.4,"No",41
"1083","Male","No","No","No","One line","DSL","Bank transfer",46,80.35,"Yes",1
"1084","Male","No","No","No","One line","DSL","Mailed check",50,1218.25,"No",24
"1085","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,4259.3,"Yes",42
"1086","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",87,1258.6,"Yes",14
"1087","Female","No","No","No","One line","DSL","Mailed check",56,1439.35,"No",25
"1088","Male","No","No","Yes","One line","DSL","Mailed check",60,59.55,"No",1
"1089","Female","No","No","No","One line","Fiber optic","Electronic check",69,68.65,"Yes",1
"1090","Male","Yes","No","No","One line","Fiber optic","Mailed check",90,3856.75,"Yes",43
"1091","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",86,1727.5,"Yes",20
"1092","Male","No","No","Yes","None","DSL","Electronic check",25,24.7,"No",1
"1093","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89,346.2,"Yes",3
"1094","Female","No","No","No","One line","None","Mailed check",20,19.55,"No",1
"1095","Male","No","No","No","One line","Fiber optic","Electronic check",80,80.5,"Yes",1
"1096","Male","No","No","No","One line","Fiber optic","Electronic check",79,79.25,"Yes",1
"1097","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",81,155.8,"Yes",1
"1098","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",89,4016.85,"Yes",44
"1099","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",85,3303.05,"Yes",38
"1100","Female","No","No","No","One line","Fiber optic","Electronic check",105,3634.8,"No",34
"1101","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",86,1215.65,"No",14
"1102","Female","No","No","No","One line","None","Mailed check",20,20.25,"Yes",1
"1103","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",74,140.1,"No",1
"1104","Female","No","No","No","One line","None","Bank transfer",19,227.45,"No",11
"1105","Male","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",105,5913.95,"No",56
"1106","Female","No","Yes","No","One line","Fiber optic","Electronic check",70,2416.55,"Yes",34
"1107","Female","No","No","Yes","One line","DSL","Bank transfer",45,1841.9,"No",40
"1108","Female","No","Yes","No","None","DSL","Bank transfer",34,853,"Yes",25
"1109","Male","No","No","No","One line","Fiber optic","Electronic check",70,146.65,"No",2
"1110","Male","No","Yes","Yes","One line","DSL","Electronic check",45,44.55,"No",1
"1111","Female","No","Yes","No","One line","Fiber optic","Credit card",70,154.8,"No",2
"1112","Female","No","No","No","None","DSL","Bank transfer",35,1267.2,"No",36
"1113","Female","No","Yes","No","None","DSL","Electronic check",56,2184.35,"Yes",39
"1114","Male","No","No","Yes","Two-plus lines","Fiber optic","Credit card",81,1406.65,"No",17
"1115","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,1651.95,"No",19
"1116","Female","No","No","No","One line","Fiber optic","Bank transfer",77,333.6,"Yes",4
"1117","Male","No","Yes","Yes","One line","Fiber optic","Credit card",70,69.95,"No",1
"1118","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",83,3147.15,"No",37
"1119","Female","No","No","No","One line","None","Mailed check",21,112.75,"No",5
"1120","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",94,777.3,"Yes",8
"1121","Female","No","No","No","Two-plus lines","DSL","Credit card",65,1994.3,"Yes",30
"1122","Male","Yes","No","No","One line","DSL","Electronic check",60,788.35,"No",13
"1123","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",110,4469.1,"No",40
"1124","Female","No","Yes","Yes","None","DSL","Mailed check",24,36.55,"Yes",1
"1125","Female","No","No","Yes","Two-plus lines","DSL","Electronic check",65,1166.7,"No",18
"1126","Female","No","No","No","None","DSL","Mailed check",33,1175.85,"No",35
"1127","Male","No","No","Yes","One line","DSL","Mailed check",51,50.6,"Yes",1
