"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn"
"982","Female","No","No","No","One line","Fiber optic","Mailed check",70.15,70.15,"Yes"
"983","Female","No","Yes","No","One line","None","Mailed check",20.85,72,"No"
"984","Female","No","Yes","No","None","DSL","Electronic check",49.65,2553.35,"No"
"985","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",50.9,225.6,"Yes"
"986","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",100.05,6871.9,"Yes"
"987","Female","Yes","No","No","One line","Fiber optic","Electronic check",69.6,69.6,"Yes"
"988","Male","No","Yes","No","None","DSL","Electronic check",48.55,201,"Yes"
"989","Female","No","Yes","No","One line","DSL","Mailed check",46.1,130.15,"No"
"990","Male","No","No","No","One line","None","Mailed check",19.65,38.8,"No"
"991","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",79.5,2180.55,"Yes"
"992","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.05,746.5,"Yes"
"993","Male","No","No","No","One line","Fiber optic","Electronic check",94.25,669,"Yes"
"994","Female","No","No","No","One line","None","Bank transfer",19.9,19.9,"No"
"995","Female","Yes","No","No","Two-plus lines","Fiber optic","Mailed check",74.45,1145.7,"Yes"
"996","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100.2,420.2,"Yes"
"997","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",84.95,2169.75,"Yes"
"998","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",88.85,929.45,"No"
"999","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95.35,898.35,"Yes"
"1000","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",98.1,2510.7,"No"
"1001","Male","No","No","No","One line","None","Mailed check",20.45,20.45,"No"
"1002","Female","No","Yes","No","One line","Fiber optic","Credit card",100.05,4834,"No"
"1003","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",81.3,3190.65,"No"
"1004","Male","No","No","No","None","DSL","Electronic check",25.15,25.15,"Yes"
"1005","Female","No","No","No","One line","Fiber optic","Electronic check",91.1,455.3,"Yes"
"1006","Female","No","No","No","One line","DSL","Mailed check",44.75,44.75,"No"
"1007","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",88.8,3340.55,"No"
"1008","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",80.3,324.2,"No"
"1009","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",99.65,6951.15,"No"
"1010","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",98.9,5780.7,"No"
"1011","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89.45,2807.65,"No"
"1012","Male","No","No","No","One line","None","Mailed check",20.3,20.3,"No"
"1013","Male","No","No","No","One line","DSL","Bank transfer",55.7,335.65,"No"
"1014","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",84.45,2467.1,"Yes"
"1015","Male","No","Yes","Yes","None","DSL","Bank transfer",33.6,2117.2,"No"
"1016","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",91.7,2758.15,"Yes"
"1017","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",89.1,2368.4,"Yes"
"1018","Male","Yes","No","No","One line","Fiber optic","Electronic check",79.55,718.55,"No"
"1019","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85.35,758.6,"Yes"
"1020","Male","Yes","No","No","One line","Fiber optic","Bank transfer",101.45,2948.6,"No"
"1021","Female","No","No","No","Two-plus lines","None","Mailed check",25.75,25.75,"No"
"1022","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",79.55,958.25,"No"
"1023","Male","No","No","No","One line","Fiber optic","Electronic check",73.85,926.25,"Yes"
"1024","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",105.35,3540.65,"No"
"1025","Male","No","No","No","One line","None","Credit card",20.75,20.75,"No"
"1026","Male","No","No","No","One line","DSL","Mailed check",51.65,524.5,"No"
"1027","Female","No","No","No","Two-plus lines","None","Electronic check",25.7,25.7,"No"
"1028","Male","No","Yes","No","One line","Fiber optic","Credit card",86.1,3551.65,"No"
"1029","Female","No","No","Yes","One line","None","Mailed check",20.05,163.6,"No"
"1030","Female","Yes","Yes","Yes","One line","DSL","Electronic check",46,181.6,"Yes"
"1031","Male","No","No","No","One line","Fiber optic","Electronic check",93.85,1625.65,"Yes"
"1032","Female","No","Yes","Yes","Two-plus lines","DSL","Credit card",48.95,273.25,"No"
"1033","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94,181.7,"Yes"
"1034","Female","Yes","Yes","No","One line","DSL","Electronic check",49.55,49.55,"Yes"
"1035","Male","No","Yes","No","One line","Fiber optic","Electronic check",90.75,90.75,"Yes"
"1036","Female","No","No","No","One line","None","Mailed check",20.5,104.3,"No"
"1037","Female","No","No","No","None","DSL","Electronic check",45.25,85.5,"Yes"
"1038","Female","No","No","No","One line","Fiber optic","Electronic check",80.55,184.1,"Yes"
"1039","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",82.65,1470.05,"No"
"1040","Male","No","No","Yes","One line","None","Credit card",20.35,122,"No"
"1041","Male","No","No","No","Two-plus lines","None","Electronic check",24,226.55,"No"
"1042","Male","No","No","No","Two-plus lines","DSL","Electronic check",50.15,50.15,"No"
"1043","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",100.15,908.55,"No"
"1044","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",95.2,930.4,"Yes"
"1045","Female","No","No","No","One line","Fiber optic","Bank transfer",77.65,714.15,"Yes"
"1046","Male","Yes","No","No","One line","Fiber optic","Electronic check",74.7,165.4,"Yes"
"1047","Male","Yes","Yes","No","None","DSL","Mailed check",43.35,371.4,"No"
"1048","Male","No","Yes","No","None","DSL","Electronic check",29.1,688,"No"
"1049","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",83.05,1258.3,"Yes"
"1050","Female","No","No","No","One line","Fiber optic","Electronic check",78.05,78.05,"Yes"
"1051","Male","Yes","Yes","No","None","DSL","Bank transfer",39.1,971.3,"Yes"
"1052","Male","No","No","No","None","DSL","Mailed check",36,780.15,"No"
"1053","Female","No","No","No","Two-plus lines","DSL","Mailed check",58.95,601.6,"No"
"1054","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",104.95,5222.35,"No"
"1055","Male","No","No","No","One line","Fiber optic","Electronic check",80.35,253.8,"No"
"1056","Female","No","No","No","One line","None","Bank transfer",20.15,238.15,"No"
"1057","Female","No","No","No","One line","Fiber optic","Mailed check",83.4,83.4,"No"
"1058","Male","No","No","No","One line","None","Electronic check",20.5,76.95,"No"
"1059","Male","No","Yes","Yes","One line","Fiber optic","Credit card",80.3,4896.35,"No"
"1060","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",69.35,341.6,"No"
"1061","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.3,4222.95,"No"
"1062","Female","No","No","No","One line","Fiber optic","Mailed check",74.75,238.1,"No"
"1063","Male","No","No","No","One line","DSL","Electronic check",54.95,1348.5,"No"
"1064","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",101.35,3334.9,"No"
"1065","Female","No","No","No","One line","DSL","Electronic check",50.15,762.25,"Yes"
"1066","Female","Yes","Yes","Yes","One line","Fiber optic","Bank transfer",88.45,2130.55,"No"
"1067","Male","No","No","Yes","One line","None","Mailed check",20.05,20.05,"No"
"1068","Male","Yes","No","No","One line","Fiber optic","Mailed check",70.25,331.9,"Yes"
"1069","Male","No","No","No","None","DSL","Credit card",45.55,597,"Yes"
"1070","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",95.05,1679.4,"No"
"1071","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",95.25,3314.15,"No"
"1072","Male","Yes","Yes","No","None","DSL","Bank transfer",29.8,220.45,"No"
"1073","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",81.4,3775.85,"No"
"1074","Male","No","No","No","One line","DSL","Bank transfer",45,865.85,"No"
"1075","Male","No","No","No","One line","DSL","Electronic check",45.9,199.75,"No"
"1076","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",103.65,3988.5,"No"
"1077","Female","No","No","No","One line","None","Electronic check",19.9,57.4,"No"
"1078","Male","No","No","No","One line","DSL","Mailed check",45.05,45.05,"Yes"
"1079","Male","No","Yes","No","One line","Fiber optic","Electronic check",84.1,4348.65,"Yes"
"1080","Female","No","No","No","One line","None","Mailed check",20.65,38.7,"Yes"
"1081","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",93.15,2231.05,"Yes"
"1082","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",75.35,3161.4,"No"
"1083","Male","No","No","No","One line","DSL","Bank transfer",46.05,80.35,"Yes"
"1084","Male","No","No","No","One line","DSL","Mailed check",49.7,1218.25,"No"
"1085","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",99.8,4259.3,"Yes"
"1086","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",87.25,1258.6,"Yes"
"1087","Female","No","No","No","One line","DSL","Mailed check",56.15,1439.35,"No"
"1088","Male","No","No","Yes","One line","DSL","Mailed check",59.55,59.55,"No"
"1089","Female","No","No","No","One line","Fiber optic","Electronic check",68.65,68.65,"Yes"
"1090","Male","Yes","No","No","One line","Fiber optic","Mailed check",89.55,3856.75,"Yes"
"1091","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",85.8,1727.5,"Yes"
"1092","Male","No","No","Yes","None","DSL","Electronic check",24.7,24.7,"No"
"1093","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89.2,346.2,"Yes"
"1094","Female","No","No","No","One line","None","Mailed check",19.55,19.55,"No"
"1095","Male","No","No","No","One line","Fiber optic","Electronic check",80.5,80.5,"Yes"
"1096","Male","No","No","No","One line","Fiber optic","Electronic check",79.25,79.25,"Yes"
"1097","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",80.6,155.8,"Yes"
"1098","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",89.3,4016.85,"Yes"
"1099","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84.85,3303.05,"Yes"
"1100","Female","No","No","No","One line","Fiber optic","Electronic check",105.1,3634.8,"No"
"1101","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",85.95,1215.65,"No"
"1102","Female","No","No","No","One line","None","Mailed check",20.25,20.25,"Yes"
"1103","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",74.2,140.1,"No"
"1104","Female","No","No","No","One line","None","Bank transfer",19.45,227.45,"No"
"1105","Male","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",104.9,5913.95,"No"
"1106","Female","No","Yes","No","One line","Fiber optic","Electronic check",70.3,2416.55,"Yes"
"1107","Female","No","No","Yes","One line","DSL","Bank transfer",45.2,1841.9,"No"
"1108","Female","No","Yes","No","None","DSL","Bank transfer",34,853,"Yes"
"1109","Male","No","No","No","One line","Fiber optic","Electronic check",69.8,146.65,"No"
"1110","Male","No","Yes","Yes","One line","DSL","Electronic check",44.55,44.55,"No"
"1111","Female","No","Yes","No","One line","Fiber optic","Credit card",70.4,154.8,"No"
"1112","Female","No","No","No","None","DSL","Bank transfer",34.85,1267.2,"No"
"1113","Female","No","Yes","No","None","DSL","Electronic check",55.9,2184.35,"Yes"
"1114","Male","No","No","Yes","Two-plus lines","Fiber optic","Credit card",80.55,1406.65,"No"
"1115","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",84.75,1651.95,"No"
"1116","Female","No","No","No","One line","Fiber optic","Bank transfer",76.65,333.6,"Yes"
"1117","Male","No","Yes","Yes","One line","Fiber optic","Credit card",69.95,69.95,"No"
"1118","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",83.45,3147.15,"No"
"1119","Female","No","No","No","One line","None","Mailed check",20.7,112.75,"No"
"1120","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",94.2,777.3,"Yes"
"1121","Female","No","No","No","Two-plus lines","DSL","Credit card",65.25,1994.3,"Yes"
"1122","Male","Yes","No","No","One line","DSL","Electronic check",59.9,788.35,"No"
"1123","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",110.1,4469.1,"No"
"1124","Female","No","Yes","Yes","None","DSL","Mailed check",24.4,36.55,"Yes"
"1125","Female","No","No","Yes","Two-plus lines","DSL","Electronic check",64.8,1166.7,"No"
"1126","Female","No","No","No","None","DSL","Mailed check",33.45,1175.85,"No"
"1127","Male","No","No","Yes","One line","DSL","Mailed check",50.6,50.6,"Yes"
"1128","Male","No","No","Yes","Two-plus lines","Fiber optic","Credit card",80.8,332.45,"Yes"
"1129","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85.3,424.15,"Yes"
"1130","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",80.85,1400.85,"Yes"
"1131","Female","No","No","No","One line","None","Bank transfer",20.2,20.2,"Yes"
"1132","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",78.85,1772.25,"Yes"
"1133","Male","No","No","No","One line","DSL","Bank transfer",45.4,518.9,"Yes"
"1134","Male","No","No","No","One line","None","Electronic check",20.85,473.9,"No"
"1135","Female","No","Yes","Yes","None","DSL","Bank transfer",50.9,2333.85,"No"
"1136","Female","No","No","No","One line","Fiber optic","Credit card",85.3,781.4,"No"
"1137","Male","No","Yes","No","One line","Fiber optic","Electronic check",80.35,307.4,"Yes"
"1138","Male","No","No","No","One line","Fiber optic","Electronic check",85.95,2107.15,"No"
"1139","Male","No","No","No","One line","DSL","Electronic check",45.15,98.5,"Yes"
"1140","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.6,1060.2,"Yes"
"1141","Female","No","No","No","None","DSL","Electronic check",51.4,96.8,"No"
"1142","Female","No","No","No","Two-plus lines","DSL","Electronic check",78.75,995.35,"No"
"1143","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",91.95,3301.05,"No"
"1144","Female","No","No","No","Two-plus lines","DSL","Mailed check",59.05,1253.5,"No"
"1145","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",94.4,1607.2,"Yes"
"1146","Female","Yes","No","No","Two-plus lines","Fiber optic","Mailed check",74.45,74.45,"Yes"
"1147","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",94,1078.9,"Yes"
"1148","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",73.55,145.4,"Yes"
"1149","Female","No","No","No","One line","Fiber optic","Electronic check",95.4,293.15,"No"
"1150","Male","No","No","No","One line","Fiber optic","Bank transfer",74.8,321.9,"Yes"
"1151","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",93.5,2341.55,"No"
"1152","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",74.55,3015.75,"No"
"1153","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",90.85,6470.1,"No"
"1154","Female","No","No","No","One line","Fiber optic","Electronic check",89.5,573.3,"Yes"
"1155","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.9,3351.55,"Yes"
"1156","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",103.95,2964.8,"No"
"1157","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",74.2,1993.25,"No"
"1158","Female","No","Yes","No","One line","Fiber optic","Electronic check",95.15,2395.7,"No"
"1159","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",98.8,5617.75,"Yes"
"1160","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",103.65,5676.65,"No"
"1161","Female","No","No","Yes","Two-plus lines","Fiber optic","Bank transfer",94.2,193.8,"Yes"
"1162","Female","No","No","No","One line","None","Bank transfer",20.7,39.85,"No"
"1163","Male","No","No","Yes","One line","None","Electronic check",20,377.55,"No"
"1164","Female","No","Yes","Yes","One line","None","Mailed check",20.65,158.95,"No"
"1165","Male","No","Yes","No","One line","Fiber optic","Credit card",75.3,2263.4,"No"
